lng,lat,citycode,csq,ind_code2,ind_code3,ind_code4,employment
117.7305295,40.95150122,1308,1,25,252,2520,1107
118.1834506,39.65053092,1302,1,26,261,2619,389
116.0171501,39.18395691,1306,1,19,192,1922,303
115.4948102,38.88656455,1306,1,13,132,1320,69
116.8638065,38.29761535,1309,1,35,351,3512,92
117.9576391,40.13790106,1302,1,30,301,3012,346
116.8638065,38.29761535,1309,1,31,313,3130,253
115.4948102,38.88656455,1306,1,17,177,1772,337
115.4948102,38.88656455,1306,1,30,303,3039,280
115.2239252,40.10187591,1307,1,30,302,3024,290
116.5091556,37.84762094,1309,1,34,349,3490,132
116.8627138,38.3021387,1309,1,13,132,1320,179
114.5220818,38.04895831,1301,1,18,181,1810,205
116.7031088,39.54618072,1301,1,30,303,3034,457
119.8019367,40.02545776,1303,1,27,276,2760,201
115.911796,39.07066549,1306,1,13,133,1331,210
116.560557,39.30283643,1310,1,31,314,3140,395
115.0739891,38.92795138,1306,1,30,303,3032,315
116.4948169,38.91139048,1310,1,20,202,2022,501
116.4948169,38.91139048,1310,1,20,202,2022,313
115.694159,38.58086068,1306,1,17,172,1721,283
115.886731,38.87825522,1306,1,22,223,2231,292
114.5220818,38.04895831,1301,1,29,291,2915,98
117.5802523,41.41294143,1308,1,10,101,1012,493
116.8638065,38.29761535,1309,1,34,346,3461,123
116.1632141,38.74110464,1309,1,38,383,3831,197
117.9576391,40.13790106,1302,1,8,81,810,170
116.8638065,38.29761535,1309,1,33,335,3352,382
114.3551218,40.45343032,1307,1,8,81,810,95
116.2255776,38.538986,1309,1,33,334,3340,292
115.4948102,38.88656455,1306,1,19,192,1922,426
118.1403843,39.55412161,1302,1,30,301,3011,268
116.8638065,38.29761535,1309,1,33,335,3352,303
116.395645,39.92998578,1101,1,40,402,4022,383
116.4629789,39.93779052,1101,1,34,342,3421,354
116.2921513,39.83196144,1101,1,18,181,1810,890
114.6365679,38.22858795,1301,1,22,222,2221,186
114.5220818,38.04895831,1301,1,33,333,3332,315
116.1755053,38.24272584,1309,1,17,171,1712,633
116.1324458,38.20043294,1309,1,17,171,1712,521
116.1755053,38.24272584,1309,1,17,177,1771,402
117.400217,38.40152185,1309,1,30,302,3021,268
114.8164758,38.05493638,1301,1,22,222,2221,541
115.7550459,39.21151831,1306,1,30,303,3039,423
114.9211264,38.54927921,1306,1,34,348,3484,103
117.8433986,39.9518349,1302,1,33,335,3352,125
117.2669399,37.96036972,1309,1,39,396,3961,336
114.7476421,38.16923429,1301,1,20,203,2032,295
116.8382984,38.27874987,1309,1,30,302,3021,63
115.4948102,38.88656455,1306,1,38,382,3821,430
117.3944362,39.17809901,1306,1,38,386,3861,169
119.1375825,40.35365031,1303,1,8,81,810,219
116.7036022,39.51861063,1310,1,35,351,3513,392
114.6349385,38.05416071,1301,1,23,231,2311,198
115.3348267,38.39373999,1306,1,29,292,2922,369
116.103356,39.01713051,1306,1,38,382,3821,188
118.3034807,33.91995412,1307,1,23,231,2319,89
117.0212842,39.96742765,1310,1,21,211,2110,74
116.8382984,38.27874987,1309,1,30,302,3021,386
119.6043676,39.94546157,1303,1,30,302,3021,342
114.7622708,38.37757803,1301,1,29,292,2927,361
118.4682002,39.72938888,1309,1,31,313,3130,6
114.8164758,38.05493638,1301,1,34,348,3484,423
115.493492,38.73833565,1306,1,34,346,3462,298
115.4948102,38.88656455,1306,1,33,331,3311,263
115.493492,38.73833565,1306,1,29,292,2924,322
114.7622708,38.37757803,1301,1,24,243,2431,486
114.7622708,38.37757803,1301,1,23,231,2319,700
117.2202968,39.17314893,1306,1,19,192,1922,170
117.0313904,39.23956056,1201,1,37,376,3762,113
117.1798907,39.52758817,1201,1,33,339,3391,339
117.2827645,39.64575327,1201,1,30,302,3021,733
117.741892,39.08800765,1201,1,39,392,3922,312
117.2108131,39.1439299,1201,1,29,292,2929,200
117.2108131,39.1439299,1201,1,35,351,3512,71
117.2108131,39.1439299,1201,1,38,381,3812,163
117.2108131,39.1439299,1201,1,31,314,3140,667
117.525388,39.57585829,1201,1,13,132,1320,76
117.2541383,39.76273948,1201,1,33,335,3352,208
117.0456571,38.86582328,1202,1,31,314,3140,351
117.2108131,39.1439299,1201,1,35,359,3599,102
117.2108131,39.1439299,1201,1,34,343,3432,295
117.0607422,38.856919,1202,1,33,336,3360,373
117.5427869,38.82867581,1201,1,29,292,2921,280
117.3131981,39.72154754,1202,1,42,421,4210,97
117.2108131,39.1439299,1202,1,33,339,3399,30
117.2108131,39.1439299,1201,1,35,351,3516,319
117.2108131,39.1439299,1201,1,30,301,3011,200
117.2108131,39.1439299,1202,1,31,314,3140,113
117.7122824,39.03100267,1201,1,44,441,4411,383
117.2108131,39.1439299,1201,1,36,366,3660,385
117.2108131,39.1439299,1201,1,30,302,3024,55
117.2108131,39.1439299,1201,1,26,265,2659,332
116.8018999,38.88541868,1202,1,42,421,4210,320
117.2108131,39.1439299,1201,1,29,292,2929,68
117.4407224,39.24114852,1201,1,38,382,3825,404
117.2108131,39.1439299,1201,1,44,443,4430,2
117.2108131,39.1439299,1201,1,36,366,3660,524
117.2108131,39.1439299,1202,1,34,344,3444,66
117.4411592,40.00961366,1202,1,35,351,3511,285
117.2108131,39.1439299,1201,1,33,331,3311,242
117.2108131,39.1439299,1202,1,33,331,3311,223
117.2108131,39.1439299,1201,1,25,251,2511,189
117.3848607,38.92996463,1201,1,30,302,3021,41
116.395645,39.92998578,1102,1,35,357,3572,371
116.8253852,40.05995305,1101,1,36,366,3660,718
116.5074468,39.99399628,1101,1,38,381,3811,447
116.7400471,39.99612708,1101,1,26,266,2661,405
117.1499108,40.17799143,1101,1,15,152,1523,164
116.395645,39.92998578,1101,1,38,382,3823,211
116.395645,39.92998578,1101,1,35,356,3562,314
116.521419,39.62194252,1101,1,26,264,2641,337
116.395645,39.92998578,1101,1,27,273,2730,202
114.7622708,38.37757803,1301,1,13,131,1310,422
117.2202968,39.17314893,1306,1,13,135,1351,363
116.8638065,38.29761535,1309,1,39,396,3963,559
115.886731,38.87825522,1306,1,19,194,1942,114
115.886731,38.87825522,1306,1,29,292,2929,66
117.2202968,39.17314893,1309,1,40,401,4015,369
115.493492,38.73833565,1306,1,17,177,1771,80
114.7622708,38.37757803,1301,1,30,303,3034,446
116.560557,39.30283643,1310,1,31,314,3140,391
124.8329945,45.13604897,1302,1,26,261,2614,86
116.8638065,38.29761535,1309,1,33,335,3352,19
114.7269655,38.61916777,1306,1,30,303,3039,285
125.3448993,43.99825241,1308,1,8,81,810,359
115.4948102,38.88656455,1306,1,36,366,3660,335
115.4596067,38.88389518,1306,1,29,292,2928,405
116.8638065,38.29761535,1309,1,29,292,2924,282
115.4446279,39.61611756,1306,1,30,302,3021,241
114.1642106,38.89480641,1306,1,14,142,1422,169
115.4948102,38.88656455,1306,1,29,292,2921,171
114.6598312,38.04191928,1301,1,39,396,3969,433
118.6509427,40.60032022,1308,1,8,81,810,369
113.7776133,23.04622359,1309,1,30,303,3035,65
115.057407,38.46583916,1306,1,29,292,2929,45
116.574306,39.10932008,1310,1,21,213,2130,207
115.493492,38.73833565,1306,1,17,171,1711,295
117.2202968,39.17314893,1309,1,30,302,3022,346
108.953561,34.90871078,1306,1,18,181,1810,435
116.8638065,38.29761535,1309,1,33,339,3399,60
115.4356717,40.47871749,1307,1,30,302,3021,159
116.1157659,38.2316592,1309,1,30,309,3099,212
116.395645,39.92998578,1101,1,38,381,3811,353
116.395645,39.92998578,1101,1,38,381,3811,678
116.3813814,39.93039652,1101,1,18,181,1810,212
116.395645,39.92998578,1101,1,39,397,3971,277
118.1871136,39.61300025,1302,1,21,211,2110,313
118.6930207,41.01341018,1309,1,39,392,3921,286
115.2540217,39.31756605,1306,1,19,194,1942,288
117.2202968,39.17314893,1301,1,26,266,2661,242
114.4783968,38.01500763,1301,1,26,261,2619,49
114.5220818,38.04895831,1301,1,34,342,3429,126
114.4696886,37.94869335,1301,1,38,385,3859,1119
115.886731,38.87825522,1306,1,32,321,3211,362
118.469229,39.10302524,1302,1,42,422,4220,301
114.7304512,39.36693679,1306,1,44,441,4414,184
114.7304512,39.36693679,1306,1,42,421,4210,435
115.4948102,38.88656455,1306,1,27,276,2760,453
117.2202968,39.17314893,1309,1,33,335,3352,285
115.2987495,37.92412188,1301,1,26,266,2661,247
117.3018968,38.06502414,1309,1,33,335,3352,92
114.8937815,40.81118849,1307,1,30,303,3031,254
118.6517475,39.5100076,1302,1,32,326,3262,62
114.7972571,37.35422189,1306,1,38,382,3822,173
115.4948102,38.88656455,1306,1,19,192,1922,99
115.4948102,38.88656455,1306,1,40,404,4041,223
118.3713891,40.23850766,1302,1,8,81,810,246
115.4948102,38.88656455,1306,1,42,422,4220,328
118.1834506,39.65053092,1302,1,31,314,3140,81
119.724209,39.99737766,1303,1,38,382,3821,342
115.2540217,39.31756605,1306,1,30,303,3033,320
116.2715928,38.48372143,1309,1,33,334,3340,382
117.5251434,39.57085032,1201,1,13,137,1371,252
117.2108131,39.1439299,1201,1,38,382,3824,251
117.2108131,39.1439299,1201,1,41,411,4111,142
120.3044135,31.59512651,1201,1,33,331,3311,240
117.7175805,38.94421192,1201,1,24,243,2439,175
117.4242654,39.74719634,1201,1,30,303,3033,313
117.7002519,38.89095093,1201,1,37,379,3799,399
117.2108131,39.1439299,1201,1,35,359,3599,78
117.4629435,38.99276636,1201,1,37,371,3714,58
117.2108131,39.1439299,1201,1,30,303,3035,366
117.2108131,39.1439299,1202,1,24,246,2461,176
117.3729896,39.66300758,1201,1,23,231,2319,217
117.0985393,39.11358588,1201,1,26,266,2665,351
117.2108131,39.1439299,1201,1,22,222,2222,360
117.2108131,39.1439299,1202,1,31,314,3140,399
117.2108131,39.1439299,1201,1,38,382,3824,16
117.3776441,39.23038311,1201,1,13,134,1340,6
117.0684337,39.40635588,1201,1,29,292,2922,75
116.9362618,39.41464138,1201,1,15,152,1529,161
117.2108131,39.1439299,1201,1,26,265,2652,26
117.2108131,39.1439299,1201,1,20,203,2031,160
117.459465,39.12107459,1201,1,14,149,1499,175
117.5028073,39.06221203,1202,1,33,331,3311,144
117.0416096,39.03631449,1201,1,31,314,3140,400
117.2108131,39.1439299,1201,1,37,376,3762,111
117.4834443,39.05027382,1201,1,32,326,3262,255
116.1625242,38.20626679,1309,1,35,359,3599,483
115.2305991,38.19906152,1301,1,34,341,3412,177
121.110483,31.15454066,1309,1,38,383,3831,107
115.027848,37.0815603,1309,1,26,266,2669,323
114.6329678,37.90616081,1301,1,17,171,1712,349
116.0409336,39.26508776,1306,1,14,145,1459,337
117.2202968,39.17314893,1306,1,34,343,3439,235
115.8384419,38.6730209,1306,1,17,177,1772,171
118.1834506,39.65053092,1302,1,34,348,3484,105
114.6130375,41.50288075,1306,1,30,303,3031,439
116.0171501,39.18395691,1306,1,19,192,1922,304
115.2168123,37.9217311,1301,1,17,171,1711,257
110.598427,26.0678572,1309,1,42,421,4210,168
118.2335337,39.58162822,1302,1,35,351,3511,217
117.2202968,39.17314893,1301,1,27,271,2710,131
114.6329678,37.90616081,1301,1,17,171,1712,83
125.3448993,43.99825241,1308,1,33,331,3311,205
115.6360916,41.58040384,1307,1,13,139,1391,42
114.4812458,37.72915588,1301,1,31,314,3140,405
117.2202968,39.17314893,1306,1,29,291,2915,204
114.9999949,38.01821931,1301,1,26,266,2661,106
114.2029733,36.70319169,1301,1,30,303,3034,317
116.8638065,38.29761535,1309,1,33,331,3311,115
115.2540217,39.31756605,1306,1,30,301,3012,402
118.1834506,39.65053092,1302,1,26,261,2611,415
114.7746556,38.21174521,1301,1,33,335,3352,553
118.1257183,40.97324218,1308,1,8,81,810,242
117.2202968,39.17314893,1301,1,38,384,3849,427
113.9503405,38.34768299,1301,1,35,359,3591,420
115.057407,38.46583916,1306,1,30,302,3021,287
119.1375825,40.35365031,1303,1,30,302,3021,121
115.669282,38.52823214,1306,1,17,171,1712,514
116.8147341,40.35811976,1102,1,26,265,2651,278
116.395735,39.93125016,1101,1,45,450,4500,139
114.5220818,38.04895831,1301,1,17,171,1713,201
114.6329678,37.90616081,1301,1,17,171,1712,340
115.886731,38.87825522,1306,1,19,195,1951,347
117.2202968,39.17314893,1309,1,39,392,3921,347
116.0996415,39.00991425,1306,1,29,292,2921,252
118.3713891,40.23850766,1302,1,8,81,810,411
116.1755053,38.24272584,1309,1,30,309,3099,59
116.1832989,39.04278686,1306,1,38,382,3821,18
114.7622708,38.37757803,1301,1,19,195,1953,66
116.8638065,38.29761535,1309,1,29,292,2929,289
115.7997883,39.25821613,1306,1,36,366,3660,104
115.0895721,38.08943044,1310,1,33,335,3352,132
114.5035609,38.39872185,1301,1,28,282,2822,365
117.7850004,38.18528329,1309,1,8,81,810,314
115.3388125,37.87349321,1301,1,26,261,2613,96
116.8638065,38.29761535,1309,1,29,292,2921,400
118.3713891,40.23850766,1302,1,8,81,810,233
118.6869546,40.04044251,1302,1,30,302,3021,427
114.2029733,36.70319169,1301,1,30,303,3034,282
115.207201,38.66112974,1306,1,14,144,1440,263
118.1834506,39.65053092,1302,1,33,331,3311,117
114.8164758,38.05493638,1301,1,17,176,1763,208
115.616111,38.51787166,1306,1,17,171,1712,213
116.574306,39.10932008,1310,1,30,305,3051,242
118.454332,39.27824082,1302,1,36,362,3620,370
117.2202968,39.17314893,1309,1,38,383,3831,281
114.3771784,38.05793838,1301,1,30,302,3021,125
116.6237948,41.42568434,1308,1,8,81,810,589
114.9698346,38.53932034,1306,1,36,366,3660,194
115.2358446,40.93533505,1307,1,13,133,1331,180
114.5220818,38.04895831,1301,1,26,261,2619,356
117.2108131,39.1439299,1201,1,35,352,3521,296
117.2108131,39.1439299,1201,1,17,175,1751,402
117.4411592,40.00961366,1202,1,37,376,3761,35
117.4114206,39.615544,1201,1,18,183,1830,499
117.2108131,39.1439299,1202,1,31,314,3140,235
117.2108131,39.1439299,1201,1,39,399,3990,324
117.2108131,39.1439299,1202,1,35,357,3572,39
108.0914473,34.27976199,1201,1,15,152,1521,2223
117.2108131,39.1439299,1201,1,45,450,4500,364
117.2108131,39.1439299,1201,1,27,275,2750,395
117.2108131,39.1439299,1202,1,35,352,3525,298
117.2108131,39.1439299,1201,1,29,292,2928,110
116.9573692,38.73631748,1202,1,33,331,3311,21
117.4617589,39.33926055,1202,1,30,301,3011,317
117.2108131,39.1439299,1201,1,24,243,2437,283
117.2108131,39.1439299,1201,1,24,243,2437,179
117.1196917,39.27802717,1201,1,14,149,1495,232
117.6944288,39.05977355,1201,1,22,223,2231,333
117.2108131,39.1439299,1202,1,42,421,4210,7
117.2108131,39.1439299,1201,1,34,346,3464,401
117.2108131,39.1439299,1201,1,39,399,3990,12
117.689424,39.381561,1202,1,41,419,4190,144
117.2108131,39.1439299,1201,1,30,302,3024,236
117.2108131,39.1439299,1201,1,35,356,3562,209
117.2108131,39.1439299,1202,1,33,334,3340,379
117.2738436,39.77827158,1201,1,15,152,1529,62
117.2108131,39.1439299,1202,1,33,334,3340,219
117.2108131,39.1439299,1201,1,29,291,2913,285
117.4013706,38.82950268,1201,1,30,304,3041,105
116.7822028,38.79292323,1202,1,29,292,2921,182
117.2108131,39.1439299,1201,1,18,181,1810,252
117.6462863,39.05917664,1201,1,17,171,1712,200
117.2108131,39.1439299,1201,1,35,359,3599,339
117.0733066,38.84238304,1201,1,37,376,3762,425
117.2108131,39.1439299,1201,1,40,401,4019,213
116.3050922,39.69130716,1101,1,27,275,2750,329
116.395645,39.92998578,1101,1,34,347,3471,327
116.395645,39.92998578,1101,1,36,366,3660,231
116.3677322,40.03679012,1101,1,36,366,3660,367
116.395645,39.92998578,1101,1,39,393,3931,320
118.1834506,39.65053092,1302,1,17,171,1711,249
118.2687326,39.67919226,1302,1,30,307,3071,726
122.0399695,41.21893694,1301,1,30,302,3021,17
118.1834506,39.65053092,1302,1,35,351,3513,238
116.560557,39.30283643,1310,1,29,292,2928,102
114.660664,38.70661221,1306,1,10,109,1099,312
115.2584722,40.63239436,1307,1,30,301,3011,119
115.057407,38.46583916,1306,1,33,334,3340,440
118.6869546,40.04044251,1302,1,8,81,810,149
116.8638065,38.29761535,1309,1,33,335,3359,77
115.864994,39.32085917,1309,1,36,366,3660,268
115.4948102,38.88656455,1306,1,14,145,1453,222
116.0619172,39.1393007,1306,1,19,192,1922,356
114.4696886,37.94869335,1301,1,38,385,3852,2365
117.2202968,39.17314893,1301,1,38,385,3859,206
115.333044,38.40867607,1306,1,17,171,1711,337
116.8638065,38.29761535,1309,1,31,314,3140,304
114.8937815,40.81118849,1307,1,8,81,810,443
115.493492,38.73833565,1306,1,32,321,3211,214
117.3013607,38.05731496,1309,1,33,335,3352,245
115.4305551,38.72631829,1306,1,35,359,3597,362
114.9511396,38.18328602,1301,1,19,192,1929,271
117.7347526,39.81884336,1302,1,35,354,3542,409
114.585724,38.18833607,1301,1,13,132,1320,405
115.027848,37.0815603,1301,1,26,261,2614,260
117.7036927,39.90144531,1302,1,29,292,2922,359
117.2202968,39.17314893,1301,1,17,178,1781,136
118.6520459,39.51050307,1302,1,30,307,3071,46
116.6346436,41.17078712,1308,1,30,303,3031,122
115.525318,38.8603629,1309,1,34,348,3484,225
117.9338225,40.99252105,1308,1,30,302,3021,298
116.389236,38.09027871,1309,1,34,342,3421,205
118.9054655,39.90619234,1303,1,13,135,1352,359
115.4948102,38.88656455,1306,1,38,382,3821,422
115.4446279,39.61611756,1306,1,30,303,3031,96
114.1642106,38.89480641,1306,1,30,303,3033,2
118.0594904,39.78990941,1302,1,31,314,3140,345
117.7262088,39.79927922,1302,1,13,132,1320,12
114.748077,38.26972118,1301,1,30,309,3099,565
117.9576391,40.13790106,1302,1,35,351,3511,253
114.649919,40.55842635,1307,1,8,81,810,343
118.3905117,39.68280739,1302,1,26,261,2614,397
115.2987495,37.92412188,1301,1,19,191,1910,117
114.5220818,38.04895831,1301,1,20,203,2032,490
118.1834506,39.65053092,1302,1,26,266,2662,204
117.2202968,39.17314893,1310,1,26,266,2662,203
117.1192246,38.13518088,1309,1,33,335,3352,104
116.5713343,39.73785002,1101,1,40,401,4019,386
102.5361688,24.34635964,1101,1,38,386,3861,263
116.395645,39.92998578,1101,1,17,172,1721,709
115.2987495,37.92412188,1301,1,38,386,3869,170
116.1755053,38.24272584,1309,1,31,313,3130,349
118.1008993,39.3115155,1302,1,30,302,3029,450
117.2202968,39.17314893,1301,1,33,331,3312,479
117.2202968,39.17314893,1301,1,6,61,610,168
115.669282,38.52823214,1306,1,28,282,2822,408
116.2715928,38.48372143,1309,1,26,266,2662,315
115.3371842,38.50142611,1306,1,26,263,2632,274
114.7622708,38.37757803,1301,1,24,243,2439,208
118.1834506,39.65053092,1302,1,33,331,3311,311
115.7550459,39.21151831,1306,1,45,450,4500,239
115.886731,38.87825522,1306,1,19,194,1942,81
114.5220818,38.04895831,1301,1,30,309,3099,63
116.6778323,37.8874516,1309,1,35,351,3515,71
115.4948102,38.88656455,1306,1,34,348,3489,362
116.389236,38.09027871,1309,1,35,359,3591,137
117.2669399,37.96036972,1309,1,33,335,3352,167
116.1632141,38.74110464,1309,1,32,321,3211,29
115.8027912,39.25090889,1306,1,38,385,3859,2
117.2108131,39.1439299,1201,1,35,359,3599,2
117.2108131,39.1439299,1202,1,33,331,3312,185
117.2108131,39.1439299,1202,1,31,314,3140,253
117.2108131,39.1439299,1201,1,36,366,3660,53
117.8683601,39.57877668,1202,1,41,419,4190,294
117.2108131,39.1439299,1201,1,36,366,3660,355
117.2108131,39.1439299,1201,1,33,334,3340,164
117.2208275,39.23926032,1201,1,29,292,2928,251
117.2108131,39.1439299,1201,1,31,313,3130,50
117.2108131,39.1439299,1201,1,36,366,3660,273
117.5364193,39.76523223,1202,1,14,149,1495,439
117.2108131,39.1439299,1202,1,8,81,810,105
117.2108131,39.1439299,1201,1,35,351,3511,231
117.7212604,40.00702596,1202,1,14,145,1459,351
117.2719909,39.99688865,1202,1,36,365,3650,232
117.2108131,39.1439299,1201,1,37,376,3761,371
117.4428811,39.8238029,1202,1,34,344,3444,313
116.885444,39.21232412,1201,1,36,366,3660,213
116.8283275,40.34695779,1102,1,34,343,3434,364
116.395645,39.92998578,1102,1,13,132,1320,368
116.6051189,39.93284455,1101,1,15,152,1521,557
116.395645,39.92998578,1101,1,33,339,3399,144
116.8258559,40.36888263,1102,1,35,359,3591,257
117.2202968,39.17314893,1306,1,39,395,3952,219
117.2202968,39.17314893,1309,1,33,336,3360,459
118.1834506,39.65053092,1302,1,42,422,4220,266
118.1900905,39.87713884,1302,1,30,303,3039,188
115.2663584,37.90775925,1301,1,19,191,1910,104
114.5041881,36.62180001,1309,1,29,291,2912,281
115.8384419,38.6730209,1306,1,17,177,1772,394
115.057407,38.46583916,1306,1,33,334,3340,189
114.8904699,37.84923579,1301,1,13,131,1310,246
115.0917383,37.9911451,1301,1,17,171,1711,89
114.5220818,38.04895831,1301,1,26,264,2641,406
114.5220818,38.04895831,1301,1,13,134,1340,76
115.1281546,38.8467354,1306,1,17,176,1763,290
115.4446279,39.61611756,1306,1,30,303,3031,93
118.4697951,39.75557726,1302,1,45,450,4500,343
115.493492,38.73833565,1306,1,17,171,1711,461
114.5220818,38.04895831,1301,1,18,181,1810,172
116.1755053,38.24272584,1309,1,36,366,3660,187
115.0739891,38.92795138,1306,1,22,222,2221,467
118.1834506,39.65053092,1302,1,22,223,2231,323
115.6073404,38.51342059,1306,1,38,382,3825,385
116.8638065,38.29761535,1309,1,39,397,3972,280
116.8638065,38.29761535,1309,1,25,251,2511,201
115.8858161,38.42220712,1309,1,19,193,1932,123
116.395645,39.92998578,1101,1,36,366,3660,328
113.9480935,22.55069756,1101,1,36,362,3620,211
116.395645,39.92998578,1101,1,20,203,2032,387
116.395645,39.92998578,1101,1,39,397,3971,408
116.2533946,40.21287936,1101,1,39,399,3990,256
116.5629372,39.74972669,1101,1,29,292,2927,145
114.3943959,40.13864212,1307,1,19,193,1932,43
118.5837773,39.78550885,1302,1,44,443,4430,212
115.2481198,37.75054177,1301,1,13,131,1310,255
117.2202968,39.17314893,1310,1,28,281,2812,33
113.6883289,34.75798621,1309,1,30,308,3081,150
116.574306,39.10932008,1310,1,31,314,3140,404
114.4835347,38.08952146,1309,1,33,335,3352,106
115.669282,38.52823214,1306,1,17,171,1712,477
116.7036022,39.51861063,1310,1,31,314,3140,195
119.6043676,39.94546157,1303,1,30,302,3021,108
117.2202968,39.17314893,1309,1,34,342,3421,387
117.7323187,39.36745677,1302,1,20,203,2031,387
117.2202968,39.17314893,1309,1,33,331,3311,4
118.4622315,39.72304478,1302,1,33,331,3311,170
116.2896702,39.35110594,1310,1,22,222,2221,80
114.772095,39.95382324,1306,1,34,344,3441,123
114.8280961,38.08949011,1301,1,13,131,1310,373
119.1375825,40.35365031,1303,1,8,81,810,210
114.6114527,40.84710821,1307,1,8,81,810,152
118.0828755,39.50366346,1302,1,33,336,3360,210
117.2108131,39.1439299,1202,1,31,314,3140,100
117.2108131,39.1439299,1201,1,45,450,4500,303
117.1882638,39.15321844,1201,1,30,303,3039,293
117.2108131,39.1439299,1201,1,6,69,690,294
117.2108131,39.1439299,1201,1,34,349,3490,408
117.4549513,38.9816557,1201,1,37,376,3761,145
116.7822349,38.94223841,1202,1,13,137,1372,386
117.5934034,39.71046964,1201,1,33,331,3311,193
117.2108131,39.1439299,1201,1,24,243,2437,304
117.3126934,38.89951998,1201,1,20,203,2039,386
117.2108131,39.1439299,1201,1,37,376,3761,194
117.2108131,39.1439299,1201,1,24,243,2437,279
117.2108131,39.1439299,1201,1,18,181,1810,19
117.2108131,39.1439299,1201,1,36,366,3660,69
117.2108131,39.1439299,1201,1,24,243,2437,254
117.2108131,39.1439299,1201,1,33,334,3340,92
113.8779978,35.28991005,1201,1,33,339,3399,366
120.3044135,31.59512651,1201,1,38,389,3899,127
115.2987495,37.92412188,0,1,19,191,1910,245
115.057407,38.46583916,0,1,24,244,2443,300
115.4948102,38.88656455,0,1,17,177,1772,81
114.8060913,38.90452113,0,1,17,171,1712,96
115.4948102,38.88656455,0,1,29,291,2912,136
115.8143913,39.01494035,0,1,19,195,1952,267
115.2168123,37.9217311,0,1,17,171,1711,304
116.6179827,38.09009165,0,1,15,151,1512,238
120.4365284,41.58561628,0,1,31,314,3140,355
114.1525283,41.13263499,0,1,33,335,3353,318
117.9576391,40.13790106,0,1,8,81,810,129
115.4948102,38.88656455,0,1,29,291,2912,286
115.4948102,38.88656455,0,1,38,383,3833,205
115.057407,38.46583916,1306,1,33,334,3340,204
117.2202968,39.17314893,1310,1,21,211,2110,148
118.9399431,39.35722889,1302,1,8,81,810,279
115.1059113,38.3553449,1306,1,33,331,3311,152
116.8638065,38.29761535,1309,1,36,366,3660,214
115.4948102,38.88656455,1306,1,13,132,1320,117
115.3348267,38.39373999,1306,1,27,273,2730,21
114.1642106,38.89480641,1306,1,8,81,810,269
117.9338225,40.99252105,1308,1,31,313,3130,281
115.4948102,38.88656455,1306,1,29,291,2912,318
115.1821852,38.19759793,1301,1,30,307,3071,163
117.2202968,39.17314893,1309,1,31,314,3140,265
117.2202968,39.17314893,1308,1,36,366,3660,259
116.7360866,39.51116616,1309,1,33,335,3352,211
115.2345194,37.94085718,1301,1,18,181,1810,152
114.8937815,40.81118849,1307,1,13,131,1310,191
116.1632141,38.74110464,1309,1,38,382,3824,388
115.9087789,39.05781355,1306,1,18,181,1810,179
115.2987495,37.92412188,1301,1,25,251,2511,364
115.2329397,37.52879266,1301,1,29,292,2923,168
116.3242345,39.88270975,1102,1,34,346,3464,311
116.395645,39.92998578,1101,1,38,382,3823,166
115.960507,39.7336537,1101,1,26,265,2652,1942
116.395645,39.92998578,1101,1,44,443,4430,551
116.395645,39.92998578,1101,1,40,402,4025,307
117.2108131,39.1439299,1201,1,36,366,3660,309
117.2108131,39.1439299,1201,1,39,392,3922,85
117.2108131,39.1439299,1201,1,40,404,4041,284
117.2108131,39.1439299,1201,1,18,181,1810,434
117.2449882,39.38511442,1201,1,36,366,3660,154
117.2108131,39.1439299,1201,1,39,392,3921,148
117.2108131,39.1439299,1201,1,19,192,1922,275
117.2108131,39.1439299,1201,1,21,211,2110,360
117.2108131,39.1439299,1201,1,17,178,1781,288
117.424957,39.44581988,1201,1,24,244,2443,322
117.0384471,39.38714233,1201,1,37,376,3761,299
117.2108131,39.1439299,1201,1,38,389,3899,272
117.2108131,39.1439299,1201,1,13,133,1332,219
117.8063843,39.2110345,1201,1,36,366,3660,322
117.2108131,39.1439299,1202,1,29,292,2922,72
117.1178888,39.27106016,1201,1,33,334,3340,374
117.2108131,39.1439299,1201,1,33,333,3333,184
117.2108131,39.1439299,1201,1,34,344,3442,302
116.771954,38.94009555,1202,1,13,137,1372,167
116.9504411,39.41096048,1201,1,22,222,2221,21
117.2108131,39.1439299,1201,1,17,178,1789,419
117.2108131,39.1439299,1202,1,31,314,3140,1
117.2108131,39.1439299,1201,1,34,349,3490,353
117.2108131,39.1439299,1201,1,34,343,3435,196
117.2202968,39.17314893,1306,1,30,303,3039,29
119.6043676,39.94546157,1303,1,33,331,3312,121
115.057407,38.46583916,1306,1,31,313,3130,241
117.5828373,39.84373661,1302,1,30,307,3073,321
114.1642106,38.89480641,1306,1,30,303,3033,164
119.6043676,39.94546157,1303,1,30,305,3055,572
115.3353101,37.86479953,1301,1,26,261,2613,288
114.5702013,38.22707254,1301,1,20,202,2021,333
118.3713891,40.23850766,1302,1,8,81,810,314
115.669282,38.52823214,1306,1,28,282,2822,469
115.3717553,38.87043221,1306,1,33,331,3312,32
116.2715928,38.48372143,1309,1,35,351,3512,407
118.0772512,39.49838323,1302,1,33,336,3360,224
117.9338225,40.99252105,1308,1,30,303,3031,252
115.7518706,38.71763228,1306,1,17,177,1772,174
